suspect_age,suspect_gender,suspected_offense_type,intoxication_level,mental_confusion_level,suspect_aggression_level,suspect_compliance,officer_tone,officer_deescalation_attempts,bystanders_present,environment_risk_level,time_of_day,number_of_officers,force_used_level,interaction_duration_minutes,interaction_score
46,male,mental_health_crisis,2,2,2,0,1,6,0,2,night,3,2,41,52.1
36,male,traffic_violation,1,0,1,2,1,4,0,1,evening,3,0,18,98.2
31,unknown,violent_crime,1,0,1,0,2,0,0,3,night,5,3,2,54.7
29,male,theft,0,1,3,1,1,3,1,2,late_night,2,1,27,61.2
32,male,traffic_violation,1,0,0,3,1,2,1,1,evening,2,0,23,94.4
9,male,domestic_disturbance,1,1,3,0,3,3,0,3,late_night,3,2,17,40.9
46,male,DUI,1,2,1,1,2,3,0,2,evening,2,0,43,49.9
29,male,mental_health_crisis,0,3,3,1,1,7,0,1,day,2,1,32,47.3
21,male,violent_crime,1,1,4,0,2,0,1,3,evening,5,3,9,4.6
16,female,theft,0,0,1,2,1,3,1,1,evening,2,0,11,93.4
18,male,DUI,2,2,1,1,3,2,0,1,evening,1,1,23,66.2
44,male,mental_health_crisis,0,2,1,0,2,5,0,2,LateNight,3,2,32,54.7
31,male,domestic_disturbance,3,1,3,0,2,4,0,2,evening,3,2,27,20.2
51,female,theft,0,0,2,2,2,2,1,1,night,2,0,16,91.0
24,male,traffic_violation,1,0,1,3,1,1,1,1,evening,2,0,13,88.0
16,male,public_intoxication,2,3,1,0,2,6,1,2,evening,3,0,31,57.9
36,male,domestic_disturbance,2,1,2,0,2,5,0,1, night ,3,1,26,49.1
28,male,domestic_disturbance,0,1,1,0,1,6,0,2,evening,3,2,25,49.4
39,male,domestic_disturbance,2,2,2,1,2,6,0,2,late_night,4,0,30,64.6
NA,female,theft,0,0,1,1,1,2,1,2,day,2,0,24,71.8
NA,male,DUI,1,0,1,2,1,5,0,1,evening,2,0,27,90.8
46,female,domestic_disturbance,1,0,1,1,1,4,0,3,night,3,1,18,62.0
38,male,traffic_violation,0,0,0,0,1,0,0,1,evening,2,0,14,85.6
38,male,mental_health_crisis,0,3,2,0,1,5,1,2,late_night,3,2,NA,56.7
55,male,mental_health_crisis,0,2,0,1,0,5,0,1,evening,4,0,44,91.7
26,female,warrant,1,0,2,0,2,2,0,0,evening,2,1,4,67.8
45,female,violent_crime,0,0,2,0,1,3,0,3,late_night,5,2,7,72.7
16,female,violent_crime,0,2,4,0,3,3,0,2,evening,4,3,5,18.7
21,female,warrant,1,0,1,1,1,4,0,1,evening,0,2,19,85.2
32,female,DUI,2,0,1,1,1,5,0,1,night,1,1,21,71.0
21,male,violent_crime,1,1,3,0,3,1,1,3,late_night,5,3,7,24.9
,male,mental_health_crisis,0,2,2,0,1,6,0,2,late_night,4,1,33,63.7
36,male,public_intoxication,1,1,0,0,1,3,1,1,night,2,1,26,65.9
39,unknown,behavioral_health_crisis,0,1,2,0,1,6,0,2,day,3,1,,65.9
35,female,mental_health_crisis,0,1,2,0,1,5,0,3,EVENING,4,1,38,59.7
42,male,DUI,0,2,0,2,1,5,0,1,evening,2,0,34,90.4
NA,male,traffic_violation,0,0,2,2,2,4,0,1,evening,2,0,21,95.3
27,male,other,0,2,2,0,2,4,0,2,NA,2,1,20,53.9
37,male,theft,1,1,1,1,2,1,1,2,NA,2,1,16,45.0
16,male,violent_crime,2,1,4,0,3,2,0,3,night,4,4,11,25.3
,male,suspicious_person,0,2,2,0,1,6,0,1,evening,2,0,31,89.6
48,male,theft,0,0,2,1,1,3,0,1,night,1,1,22,57.6
16,unknown,traffic_violation,1,0,0,3,2,0,0,0,evening,2,0,23,100.0
48,male,traffic_violation,0,1,3,1,2,1,1,0,EVENING,2,1,14,46.0
27,male,suspicious_person,2,1,2,0,2,4,0,1,evening,2,1,22,54.6
42,male,theft,1,0,0,2,0,3,1,2,late_night,2,0,15,92.6
unknown,male,traffic_violation,1,1,1,1,1,2,0,1,day,2,0,30,75.7
21,female,theft,0,0,1,1,2,4,1,2,late_night,1,2,20,42.6
16,female,domestic_disturbance,1,2,2,2,2,6,0,0,late_night,3,0,33,80.7
47,male,traffic_violation,0,1,0,3,1,1,0,1,day,3,0,11,96.5
28,male,violent_crime,2,0,3,0,3,2,0,3,night,4,3,12,31.8
25,female,violent_crime,1,2,3,0,2,4,0,3,evening,4,4,14,37.3
unknown,unknown,warrant,2,0,1,2,1,3,1,1,late_night,1,1,15,82.1
44,unknown,assault/violent_crime,0,0,3,0,3,1,1,3,night,5,3,3,40.2
38,male,theft,2,1,3,2,2,2,0,2,day,2,1,16,48.1
34,male,assault/violent_crime,1,0,3,0,3,2,1,3,night,5,2,8,35.8
34,Female,theft,0,2,2,2,2,1,1,2,night,2,2,27,39.5
16,male,traffic_violation,0,0,0,2,1,3,0,0,evening,1,0,16,97.3
43,male,traffic_violation,1,0,0,2,0,3,1,1,night,2,0,12,68.3
40,female,theft,0,1,0,1,1,3,1,1,day,2,1,26,76.5
16,male,theft,0,0,2,0,2,1,1,1,day,1,2,19,60.7
30,female,mental_health_crisis,2,2,0,0,2,7,0,2,late_night,2,0,46,77.0
22,female,mental_health_crisis,0,2,1,0,2,5,0,2,late_night,4,0,37,71.6
24,female,warrant,0,1,3,1,2,1,1,1,day,2,1,12,51.4
38,unknown,other,2,0,1,1,1,0,0,0,day,2,1,16,79.1
38,unknown,other,1,0,2,3,1,1,0,0,late_night,1,0,22,75.5
28,male,suspicious_person,0,1,3,0,2,3,0,2,night,2,1,18,39.9
31,male,mental_health_crisis,0,3,1,0,1,5,1,3,late_night,4,1,34,74.7
unknown,male,traffic_violation,0,0,1,3,1,3,1,2,day,2,0,1,85.6
35,,,0,0,0,3,0,4,0,1,evening,3,0,9,100.0
51,male,traffic_violation,0,0,0,3,1,2,0,2,night,3,0,4,100.0
48,male,NA,2,0,2,3,1,3,0,1,day,2,0,21,95.9
37,male,DUI,2,3,1,0,2,5,0,1,evening,1,1,38,50.1
27,male,other,1,1,1,1,2,2,1,2,evening,2,0,120,52.9
36,female,other,0,0,0,1,1,3,0,1,day,1,0,8,84.7
34,male,violent_crime,2,1,2,0,3,3,0,3,late_night,5,4,5,28.5
35,male,traffic_violation,0,1,2,1,1,0,0,2,late_night,2,1,8,55.0
68,male,mental_health_crisis,0,3,0,1,1,5,0,1,evening,4,1,42,90.2
44,female,mental_health_crisis,0,1,0,3,1,5,1,0,late_night,2,4,36,86.3
30,male,warrant,0,0,0,2,1,0,1,1,Evening,2,0,,90.0
53,F,mental_health_crisis,1,3,3,0,2,3,0,1,late_night,3,1,39,43.8
32,male,theft,0,0,0,3,1,1,0,1,evening,2,0,11,100.0
16, male ,mental_health_crisis,0,2,1,0,2,6,0,1,night,3,1,21,64.8
34,male,traffic_violation,1,0,0,3,1,1,0,1,night,2,0,18,96.8
35,male,NA,2,2,1,0,2,5,0,2,night,2,1,26,64.6
36,female,theft,1,0,1,2,2,3,1,1,NA,3,1,18,81.4
16,male,theft,0,1,1,3,2,5,0,0,late_night,2,0,15,94.6
20,female,public_intoxication,2,1,1,1,2,2,1,1,night,2,2,25,60.8
29,female,traffic_violation,1,1,1,3,1,1,0,1,evening,3,0,12,78.8
16,male,theft,0,0,1,1,1,1,1,1,late_night,1,0,,81.5
23,male,traffic_violation,1,1,0,3,1,3,0,0,late_night,2,0,22,94.6
24,male,violent_crime,2,0,2,1,3,3,1,2,late_night,4,2,12,64.6
37,female,other ,0,2,2,0,2,2,0,1,late_night,3,1,17,58.6
51,male,mental_health_crisis,0,3,3,0,2,5,0,3,night,4,3,36,22.2
34,male,public_intoxication,1,0,2,0,1,1,1,3,evening,3,2,15,39.9
16,male,theft,1,0,1,1,2,2,1,1,evening,1,1,15,61.9
33,female,violent_crime,3,0,4,0,3,2,0,1,evening,3,3,15,32.1
16,male,violent_crime,0,2,2,0,3,2,0,2,late_night,4,3,8,37.5
27,female,violent_crime,1,0,4,0,2,0,0,3,day,4,4,10,8.9
19,male,warrant,0,0,3,1,2,3,0,1,day,4,1,14,59.1
24,male,suspicious_person,1,1,0,1,1,2,0,1,day,1,0,18,83.5
42,female,domestic_disturbance,1,0,1,0,2,3,0,3,evening,4,1,30,55.8
35,female,traffic_violation,0,1,1,3,1,0,0,2,evening,2,0,13,75.2
16,male,suspicious_person,0,0,0,3,2,3,0,1,day,2,0,15,113.5
40,female,NA,1,2,3,0,2,3,0,1,day,3,2,21,26.0
35,male,warrant,1,0,2,1,1,2,0,1,late_night,3,1,20,74.0
27,male,DUI,3,0,2,2,1,3,0,1,day,2,1,30,74.2
41,male,traffic_violation,1,2,0,3,2,3,0,0,night,2,0,14,90.7
16,male,theft,1,0,2,0,1,2,1,2,late_night,2,2,17,59.6
34,female,DUI,3,1,0,1,2,5,0,1,evening,2,0,42,82.8
31,female,mental_health_crisis,1,3,1,0,1,5,0,1,evening,3,1,46,61.5
34,male,domestic_disturbance,1,1,3,0,2,2,0,2,night,4,3,19,32.2
29,female,theft,0,0,3,2,2,1,0,0,evening,2,0,10,70.3
16,female,mental_health_crisis,0,2,0,0,1,7,1,2,,3,0,39,67.7
27,male,domestic_disturbance,2,0,0,2,2,7,1,1,late_night,3,0,NA,90.5
31,male,suspicious_person,0,0,2,1,1,3,0,2,evening,1,1,23,71.3
37,female,suspicious_person,1,1,2,3,2,2,0,0,day,1,0,17,86.6
33,female,public_intoxication,1,0,1,1,2,4,1,2,late_night,2,1,27,80.4
23,male,public_intoxication,3,3,1,0,3,4,1,1,evening,2,1,28,49.7
,male,traffic_violation,0,0,0,1,1,0,0,0,day,1,0,11,78.2
60,female,domestic,0,1,1,0,3,2,0,2,late_night,3,2,26,61.3
41,Male,violent_crime,1,0,3,1,3,3,1,3,evening,5,3,16,47.9
40,male,theft,0,1,2,0,2,3,0,1,evening,3,3,25,41.3
16,female,traffic_violation,0,0,1,2,1,0,0,2,night,2,0,8,84.0
18,male,DUI,2,0,3,1,1,4,0,1,late_night,2,1,NA,55.3
45,female,mental_health_crisis,0,3,2,0,1,7,0,1,day,2,2,39,65.3
39,male,theft,0,1,2,1,0,2,1,1,evening,2,2,20,61.4
22,male,domestic_disturbance,2,1,2,0,2,2,1,3,late_night,4,2,29,25.7
29,male,domestic_disturbance,0,1,0,1,2,0,0,2,day,5,1,35,53.2
19,unknown,traffic_violation,0,0,1,2,1,0,0,1,late_night,3,1,10,77.6
16,male,public_intoxication,2,2,3,1,1,5,1,2,late_night,2,2,13,49.2
18,female,DUI,2,2,1,1,2,5,0,3,day,2,1,35,59.1
48,male,theft,1,0,1,3,2,1,0,2,day,4,0,13,91.1
43,female,traffic_violation,0,0,1,2,1,3,0,0,day,1,0,18,88.0
28,male,traffic_violation,0,0,1,3,1,0,0,0,late_night,1,0,1,100.0
32,male,other,0,1,1,1,1,1,0,1,night,2,1,18,72.9
29,male,traffic_violation,1,0,1,3,2,0,0,1,evening,1,0,12,88.9
36,female,NA,1,2,3,0,1,4,1,3,late_night,4,2,,32.7
16,male,warrant,0,0,2,0,2,2,1,2,night,3,1,9,57.6
35,male,traffic_violation,0,0,1,2,0,2,0,1,evening,1,0,7,94.1
30,female,domestic_disturbance,2,1,2,0,2,4,0,1,night,3,1,22,44.5
18,male,DUI,2,1,0,3,1,5,1,2,late_night,3,0,36,85.2
31,male,theft,1,1,1,3,2,2,1,0,night,2,0,24,100.0
41,male,traffic_violation,1,0,1,3,1,3,0,0,evening,2,0,16,100.0
43,male,warrant,0,1,1,1,2,2,0,1,late_night,3,1,26,62.9
102,male,suspicious_person,0,0,3,0,2,2,1,2,late_night,2,1,,37.7
16,male,mental_health_crisis,0,2,2,1,2,7,0,2,day,3,1,51,80.8
NA,male,traffic_violation,0,0,1,3,1,0,1,1,evening,1,0,1,100.0
16,female,theft,1,0,2,1,1,0,1,2,late_night,2,1,9,57.8
16,male,traffic_violation,1,0,1,1,2,3,0,0,evening,2,1,6,68.8
30,male,domestic_disturbance,0,0,2,2,1,5,0,1,day,4,0,14,83.3
32,male,traffic_violation,1,0,0,2,1,1,0,1,late_night,2,0,13,81.4
16,female,public_intoxication,1,2,1,0,2,2,1,1,evening,3,1,,59.6
28,female,public_intoxication,1,2,0,3,1,3,1,0,day,2,0,40,84.4
16,male,NA,3,0,2,0,2,2,0,0,day,1,0,15,52.5
42,male,DUI,2,1,1,2,2,2,0,1,evening,2,0,28,79.5
25,female,domestic_disturbance,0,1,2,0,2,4,0,2,evening,2,2,20,34.6
36,male,violent_crime,0,2,3,2,1,3,0,3,evening,5,3,22,32.4
27,female,suspicious_person,0,2,2,1,2,1,0,1,evening,2,1,13,58.4
28,male,traffic_violation,0,2,1,2,2,4,0,1,night,2,0,22,90.8
24,male,theft,0,0,1,2,2,1,0,0,day,2,0,10,81.8
32,,mental_health_crisis,0,3,2,0,1,5,0,2,day,3,1,34,40.7
35,male,theft,0,0,2,0,2,4,1,0,evening,2,1,20,52.0
41,male,violent_crime,2,1,3,0,3,2,0,3,night,5,4,1,19.5
45,male,other,0,0,1,2,2,2,1,3,night,3,2,28,71.7
43,female,traffic_violation,1,0,2,3,2,3,1,2,day,3,0,8,74.9
63,female,behavioral_health_crisis,2,3,0,0,1,6,0,3,,4,0,37,59.1
34,male,domestic_disturbance,1,1,3,0,2,3,0,3, night ,4,2,,31.0
41,female,other,0,0,3,0,2,0,0,1,evening,1,2,15,49.6
unknown,female,theft,0,0,1,2,2,2,0,1,night,1,1,8,88.0
40,male,DUI,2,0,3,1,1,4,0,1,night,3,1,34,77.4
26,female,DUI,1,1,2,3,2,5,0,2,night,3,0,,85.4
26,female,DUI,1,2,0,3,1,4,0,1,late_night,2,0,,98.3
42,female,warrant,0,1,2,3,2,0,0,0,day,2,1,17,12.4
25,male,DUI,2,2,1,2,2,5,0,1,,1,0,30,85.9
,male,public_intoxication,2,1,0,2,2,3,1,3,night,3,1,28,62.0
21,male,DUI,2,2,2,0,2,3,0,1,day,2,2,24,27.8
NA,male,theft,1,0,1,3,2,2,0,1,evening,3,0,15,100.0
23,male,DUI,2,1,2,0,2,2,0,1,night,2,1,22,39.3
28,male,DUI,3,1,1,2,1,5,0,1,evening,2,0,,92.6
32,male,other,0,0,3,2,1,2,1,1,day,3,1,19,67.6
26,unknown,other,0,0,2,0,1,1,0,0,day,3,1,17,58.2
16,female,theft,1,1,1,1,1,0,1,1,day,2,0,26,77.7
59,male,public_intoxication ,1,1,1,0,1,2,0,1,day,3,1,NA,62.3
17,male,traffic_violation,0,0,1,2,1,3,0,1,evening,2,0,18,100.0
35,female,public_intoxication,2,1,2,1,2,5,1,1,late_night,3,1,20,68.8
31,male,DUI,3,1,1,2,1,4,0,2,late_night,2,0,31,84.1
26,female,domestic_disturbance,3,3,1,0,2,5,1,2,evening,4,2,18,41.0
38,female,DUI,3,0,2,1,2,5,0,3,late_night,2,2,28,51.1
40,male,traffic_violation,0,0,0,3,1,1,0,1,day,1,0,15,100.0
23, female ,theft,2,1,1,1,2,2,0,2,day,2,0,29,71.8
57,male,NA,1,1,1,1,1,1,1,1,day,3,0,NA,75.6
28,female,theft,0,0,3,1,1,4,0,0,day,3,2,20,78.1
35,female,suspicious_person,3,1,1,1,2,4,0,0,night,2,0,23,75.7
18,male,DUI,2,0,2,0,1,5,0,2,night,2,2,19,54.2
46,male,traffic_violation,0,0,0,2,2,2,0,2,evening ,2,0,20,86.2
30,female,theft,0,1,0,3,1,1,1,1,evening,1,0,15,92.5
31,unknown,theft,1,0,1,1,1,1,1,3,Evening,3,2,28,49.0
29,male,traffic_violation,0,0,0,3,1,3,0,0,evening,1,0,20,100.0
39,male,misc,1,0,0,2,1,6,0,2,late_night,3,0,13,100.0
16,male,violent_crime,0,2,2,1,3,3,0,3,evening,4,2,10,59.4
44, male ,traffic stop,0,0,0,2,1,1,0,1,evening,2,0,10,100.0
24,male,theft,1,0,2,3,2,2,0,0,day,2,4,25,58.9
24,male,traffic_violation,0,2,0,2,2,3,0,0,evening,1,0,19,100.0
43,male,violent_crime,3,0,3,0,3,3,0,3,evening,4,3,10,26.5
51,unknown,assault/violent_crime,0,1,2,0,2,4,0,2,day,5,3,5,57.7
42,male,traffic_violation,2,0,2,1,1,3,0,2,day,2,2,5,52.2
20,male,other,0,0,1,0,1,4,0,0,late_night,2,1,15,78.5
17,male,public_intoxication,1,1,1,1,2,3,0,2,LateNight,2,0,20,79.9
unknown,female,,0,2,2,1,2,3,0,2,late_night,1,0,20,50.4
23,male,suspicious_person,0,1,1,3,1,2,0,2,evening,3,0,18,100.0
37,female,traffic_violation,0,0,0,2,1,1,0,0,day,1,0,13,95.2
43,female,suspicious_person,1,2,0,3,2,3,0,0,late_night,2,0,18,12.4
33,male,DUI,3,1,0,0,1,5,1,3,night,3,0,36,52.1
43,male,other,1,0,2,2,2,1,1,2,day,2,0,16,70.3
26,male,violent_crime,1,0,3,0,2,2,0,2,evening,4,3,4,45.7
47,male,mental_health_crisis,1,2,0,0,1,7,0,1,late_night,3,0,39,83.9
35,male,theft,0,2,2,0,2,3,0,0,NA,1,1,20,65.8
32,M,traffic_violation,1,0,1,3,0,0,0,1,day,2,0,9,96.8
27,male,violent_crime,1,0,3,0,2,0,0,3,evening,5,4,8,35.3
30,male,domestic_disturbance,2,2,2,0,2,2,0,2,night,3,2,26,40.4
52,male,public_intoxication,2,1,2,0,1,3,0,1,late_night,3,2,15,61.7
24,male,DUI,1,1,1,3,1,2,1,1,late_night,2,0,31,90.9
65,male,mental_health_crisis,1,1,2,1,1,3,0,2,day,2,1,22,60.8
35,female,mental_health_crisis,1,3,0,0,0,5,1,2,late_night,4,2,32,65.3
44,male,warrant,2,0,3,0,2,1,0,1,late_night,3,2,14,33.5
23,male,suspicious_person,1,0,1,2,1,2,0,2,night,3,1,10,82.0
28,male,traffic_violation,1,0,0,1,1,1,0,1,day,3,1,NA,64.4
53,female,traffic_violation,0,0,1,1,1,3,0,1,late_night,3,1,13,92.8
23,male,DUI,2,2,2,1,2,3,0,1,day,2,1,48,47.4
32,female,DUI,2,2,0,2,2,3,0,1,evening,2,0,32,76.3
49,male,suspicious person,1,0,2,2,2,3,0,1,late_night,3,1,22,78.9
44,male,traffic_violation,1,0,2,3,2,0,0,1,night,1,0,13,78.2
25,female,traffic_violation,2,0,1,1,1,3,1,1,evening,2,0,27,75.6
24,male,public_intoxication,2,1,2,0,2,4,1,2,day,3,3,24,32.1
38,male,traffic_violation,0,0,1,2,2,2,0,1,evening,2,0,20,85.1
25, male ,DUI,3,0,1,3,1,3,0,1,late_night,2,0,39,93.9
16,male,theft,0,0,1,3,1,2,0,1,late_night,1,0,26,94.2
18, female ,DUI,3,1,2,1,2,3,0,0,late_night,2,1,35,73.1
59,male,domestic_disturbance,2,2,0,1,1,3,0,2,late_night,3,0,32,68.5
,male,DUI,1,1,1,2,1,3,0,0,late_night,1,1,22,90.6
23,unknown,traffic_violation,0,0,1,3,1,4,0,0,late_night,2,0,13,100.0
19,unknown,DUI,2,1,3,1,2,2,0,1,day,4,2,21,50.9
51,female,suspicious_person,2,1,0,2,2,4,1,0,day,2,0,20,85.8
24,unknown,public_intoxication,1,3,2,0,2,6,0,1,day,2,0,23,56.8
NA,male,public_intoxication,1,0,1,1,1,3,1,1,night,1,1,24,77.9
23,male,violent_crime,1,0,4,0,3,3,0,2,evening,5,3,14,37.1
37,female,other,0,0,0,0,1,5,0,2,late_night,2,1,14,79.9
17,male,traffic_violation,0,0,0,2,2,2,1,2,day,1,0,12,79.2
35,male,traffic_violation,0,1,1,0,1,2,1,2,evening,1,1,11,56.8
30,male,theft,1,1,1,1,2,3,1,2, day ,3,2,18,49.8
35,male,suspicious person,0,2,0,1,1,5,1,2,evening,1,1,19,73.5
52,male,violent_crime,2,1,2,0,2,0,0,3,day,5,3,3,24.6
26,male,violent_crime,3,0,3,0,3,1,0,3,late_night,3,2,10,31.0
49,male,DUI,1,1,1,3,1,4,0,1,day,2,0,31,100.0
40,male,public_intoxication,3,3,0,1,3,4,1,0,evening,2,0,42,63.2
,male,suspicious_person,2,1,2,2,2,4,0,1,evening,1,0,26,80.7
NA,female,violent_crime,1,2,4,1,3,4,0,3,day,4,3,17,47.4
28,male,traffic_violation,0,0,1,3,1,1,0,0,evening,2,0,5,84.4
51,female,theft,0,0,2,1,1,4,0,0,late_night,1,1,9,75.2
51,male,mental health crisis,0,3,2,0,1,4,1,2,night,3,1,43,43.3
38,male,traffic_violation,1,0,2,2,2,1,0,0,late_night,1,0,15,69.0
34,female,domestic_disturbance,2,1,2,1,2,3,0,1,late_night,4,1,23,55.6
37,male,violent_crime,1,0,1,1,3,5,1,2,night,4,1,25,67.0
22,female,violent_crime,1,2,4,0,3,2,0,3,late_night,4,3,12,29.5
16,female,suspicious_person,1,0,2,3,1,4,1,2,late_night,4,0,21,92.8
32,male,DUI,1,0,1,3,1,4,0,2,late_night,3,0,34,86.6
50,male,mental_health_crisis,2,2,2,0,1,9,1,2,day,3,1,41,48.6
27,male,violent_crime,1,0,1,0,2,1,1,3,evening,4,2,14,45.4
26,male,violent_crime,1,0,2,0,2,2,1,3,day,5,3,3,36.6
56,male,suspicious_person,0,2,2,2,2,3,0,1,evening,1,0,20,71.8
18,male,drunk_driving,3,0,3,1,1,6,0,1,late_night,3,1,26,61.5
31,unknown,theft,1,2,2,0,2,2,1,2,day,2,1,21,34.8
16,female,theft,2,1,1,0,1,3,1,1,evening,3,1,15,55.4
22,male,public_intoxication,2,2,1,1,2,4,1,2,day,3,0,22,77.6
41,male,suspicious_person,0,0,1,1,2,2,0,1,night,2,0,11,84.8
16,female,theft,1,1,2,0,2,3,0,3,evening,3,2,12,35.9
39,,theft,1,0,2,1,1,2,1,2,evening,2,0,16,83.8
25,male,traffic_violation,1,1,0,2,1,1,1,1,evening,1,0,14,101.6
18,male,public_intoxication,2,1,0,0,1,4,1,2,late_night,2,1,41,58.7
37,male,DUI,1,1,0,2,2,4,0,1,day,1,0,30,98.1
55,male,mental_health_crisis,0,3,0,1,1,4,1,2,night,2,1,38,72.4
29,female,other,2,0,1,0,0,4,0,1,day,3,1,21,62.8
34,male,suspicious_person,0,2,0,2,2,4,0,1,evening,2,1,20,86.1
47,Unknown,warrant,1,0,2,0,2,1,0,2,late_night,3,2,14,32.3
28,female,traffic_violation,1,0,1,2,1,3,0,1,evening,1,1,14,78.0
27,female,NA,1,0,1,1,1,2,0,3,late_night,3,2,10,44.9
41,unknown,theft,0,0,3,0,2,2,1,2,late_night,3,2,15,32.5
unknown,male,traffic_violation,1,0,0,3,1,2,1,2,evening,2,0,15,100.0
36,female,warrant,1,0,2,0,2,2,0,1,evening,2,2,13,53.9
28,male,traffic_violation,0,1,1,3,1,2,0,1, day ,1,0,17,89.8
43,male,warrant,0,0,3,3,2,1,1,2,day,3,3,14,12.4
39,female,violent_crime,0,1,2,1,2,0,0,3,day,6,3,12,59.6
33,male,violent_crime,1,1,2,1,2,1,1,3,late_night,5,2,6,63.6
42,male,other,0,2,1,1,2,3,0,1,night,3,0,16,72.3
51,Male,other,0,0,2,2,2,3,0,1,night,2,0,10,90.2
35,male,traffic_violation,0,0,0,2,1,2,0,0,night,1,1,11,100.0
35,male,theft,0,0,1,2,2,4,0,0,day,2,0,NA,93.0
32, female ,domestic_disturbance,1,0,2,0,2,3,0,2,day,4,3,28,46.2
16,female,traffic_violation,0,1,1,3,1,1,0,1,day,2,0,16,84.9
23,female,DUI,2,2,1,0,2,4,1,2,NA,3,2,34,44.2
36,female,theft,0,0,2,1,2,2,1,1,night,2,2,19,72.2
33,male,public_intoxication,1,2,4,1,1,2,0,2,late_night,3,2,21,24.7
44,male,traffic_violation,0,0,2,1,1,1,0,1,day,1,0,14,73.5
27, female ,domestic_disturbance,0,1,1,1,2,4,0,3,evening,4,3,28,43.1
37,female,domestic_disturbance,2,0,2,1,2,6,1,1,evening,2,1,24,65.2
38,female,mental_health_crisis,0,3,1,0,1,5,0,2,evening,4,0,47,52.3
37,male,warrant,0,0,2,0,1,5,0,1,day,2,2,16,58.7
23,female,DUI,2,1,2,2,2,6,0,0,night,2,0,27,65.9
,male,public_intoxication,1,1,1,2,2,3,0,1,evening,3,0,30,92.0
16,male,theft,1,1,3,1,3,2,0,0,late_night,1,0,10,49.6
35,male,warrant,1,1,0,2,2,3,0,0,day,2,1,19,90.0
36,female,domestic_disturbance,1,1,2,1,2,2,1,3,night,2,0,26,43.6
17,male,public_intoxication,2,3,3,0,3,5,1,1,evening,3,1,16,36.4
40,male,dui,1,1,1,2,1,6,0,0,day,1,0,45,100.0
32,male,traffic_violation,0,2,3,1,2,1,0,2,night,1,0,22,31.0
45,male,violent_crime,2,1,3,0,2,3,0,3,late_night,5,3,12,26.5
25,female,mental_health_crisis,1,3,1,2,1,5,0,1,evening,3,0,47,70.9
42,male,traffic_violation,0,1,2,2,1,1,0,1,evening,2,0,13,80.6
34,male,warrant,0,0,3,0,2,3,0,1,late_night,3,2,7,50.5
NA,male,other,1,0,1,1,2,1,1,3,night,3,0,16,58.7
18,female,drunk_driving,2,1,0,2,1,4,0,1,night,2,0,31,92.1
37,female,public_intoxication,2,1,2,0,2,3,0,1,evening,3,0,18,53.5
36,male,DUI,2,0,2,2,2,2,1,2,day,2,0,40,69.2
42,female,theft,1,0,2,1,2,3,1,0,evening,2,1,20,44.3
27,male,violent_crime,1,1,3,0,2,2,1,3,day,5,3,14,44.9
26,female,public_intoxication ,3,0,2,0,1,3,0,1,evening,3,2,16,39.5
20,male,traffic_violation,0,0,2,1,1,2,0,0,night,1,1,19,70.4
51,male,theft,0,1,2,1,2,2,0,1,day,2,1,22,57.5
47,female,mental_health_crisis,0,3,2,1,1,7,0,2,evening,3,1,49,39.8
unknown,male,DUI,1,0,1,1,1,4,0,2,late_night,2,1,26,58.2
16,male,suspicious_person,1,1,1,0,1,3,0,0,night,1,2,5,49.9
49,male,other ,1,0,2,0,2,3,1,1,late_night,3,1,NA,41.0
37,male,theft,0,0,0,2,2,3,1,1,night,2,1,14,96.0
30,male,DUI,3,2,0,1,1,4,0,2,evening,2,1,27,74.0
23,male,traffic_violation,1,1,0,1,1,2,0,0,day,3,0,12,88.5
32,M,theft,2,0,2,0,1,2,1,2,night,2,1,23,51.5
16,male,theft,0,0,2,1,1,2,1,3,NA,4,2,11,52.2
39,male,DUI,3,1,1,2,2,5,0,0,night,2,0,26,83.1
29,female,DUI,2,1,1,1,2,3,0,1,day,2,0,26,75.7
41,female,other,0,1,1,1,1,0,1,1,late_night,1,1,14,60.6
25,female,public intox,1,1,4,0,3,3,0,2,evening,4,2,24,24.0
35,male,traffic_violation,0,0,2,1,1,3,0,0,evening,1,0,14,83.6
42,male,warrant,0,0,0,3,1,0,0,1,late_night,3,0,5,93.7
50,male,warrant,0,1,1,1,1,3,0,1,night,4,1,10,68.8
24,female,traffic_violation,0,0,0,2,1,4,0,1,day,1,0,13,100.0
37,male,domestic_disturbance,2,2,2,0,2,6,1,0,day,3,2,27,58.0
21,male,traffic_violation,0,0,1,2,1,3,0,1,evening,2,0,11,100.0
16,male,theft,2,0,1,3,2,4,1,0, night ,1,4,14,65.6
59,male,mental_health_crisis,0,3,1,0,1,7,1,2,night,3,2,39,62.4
20,Male,dui,1,0,1,2,0,0,0,1,night,2,0,25,78.4
34,male,domestic_disturbance,1,1,0,1,1,3,0,1,Evening,3,1,20,75.6
47,male,suspicious_person,1,3,0,2,1,5,0,2,late_night,2,0,26,87.4
unknown,male,traffic_violation,1,0,0,2,1,2,0,0,night,1,0,14,100.0
35,male,suspicious_person,0,1,0,2,1,3,0,2,night,2,0,22,74.4
29,male,violent_crime,1,0,2,0,3,0,1,2,evening,4,3,9,27.9
66,male,traffic_violation,0,0,0,3,2,0,1,1,evening,2,0,17,96.0
37,female,suspicious_person,1,0,1,2,1,4,0,1,evening,1,0,35,68.3
